###############
7.5	4.9494	0.0019	RATE_WEIGHT=7.5 batch=128 ent_weight=0.0 learn_rate=0.2 mom=0.0	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Long.py_219774410	264073608
-----------
7.0	5.9682	0.3708	RATE_WEIGHT=7.0 batch=128 ent_weight=0.0 learn_rate=0.02 mom=0.0	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning.py_175423269	264073608
7.0	5.8787	0.3688	RATE_WEIGHT=7.0 batch=128 ent_weight=0.0 learn_rate=0.02 mom=0.5	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning.py_94267580	264073608
7.0	5.8256	0.3672	RATE_WEIGHT=7.0 batch=128 ent_weight=0.0 learn_rate=0.05 mom=0.3	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning.py_137037492	264073608
-----------
6.5	10	0.1498	RATE_WEIGHT=6.5 batch=128 ent_weight=0.0001 learn_rate=0.6 mom=0.0	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Long_Both_Saving.py_596604098	449431785
6.5	10	0.1497	RATE_WEIGHT=6.5 batch=128 ent_weight=0.0002 learn_rate=0.4 mom=0.0	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Long_Both_Saving.py_223022795	449431785
6.5	5.5796	0.4412	RATE_WEIGHT=6.5 batch=128 ent_weight=0.0 learn_rate=0.02 mom=0.7	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning.py_807385616	264073608
6.5	4.9345	0.0001	RATE_WEIGHT=6.5 batch=128 ent_weight=0.0 learn_rate=0.2 mom=0.9	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Long.py_576596812	264073608
6.5	4.6756	0.0052	RATE_WEIGHT=6.5 batch=128 ent_weight=0.0 learn_rate=0.01 mom=0.0	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Both_SumNotMean.py_622949674	264073608
6.5	4.5597	0.0005	RATE_WEIGHT=6.5 batch=128 ent_weight=0.0 learn_rate=1.0 mom=0.5	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Both.py_791011122	264073608
-----------
6.25	10	0.1498	RATE_WEIGHT=6.25 batch=128 ent_weight=0.0001 learn_rate=0.2 mom=0.0	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Long_Both_Saving.py_181015385	449431785
6.25	10	0.1473	RATE_WEIGHT=6.25 batch=128 ent_weight=0.0001 learn_rate=0.2 mom=0.5	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Long_Both_Saving.py_263511944	264073608
6.25	4.759	0.4004	RATE_WEIGHT=6.25 batch=128 ent_weight=0.0003 learn_rate=0.2 mom=0.0	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Long_Both_Saving.py_87896851	264073608
6.25	4.6685	0.5504	RATE_WEIGHT=6.25 batch=128 ent_weight=0.0002 learn_rate=0.4 mom=0.5	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Long_Both_Saving.py_419353150	138249079
6.25	4.3888	0.4992	RATE_WEIGHT=6.25 batch=128 ent_weight=0.0001 learn_rate=0.6 mom=0.0	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Long_Both_Saving.py_508932156	264073608
-----------
6.0	5.5569	0.4886	RATE_WEIGHT=6.0 batch=128 ent_weight=0.0 learn_rate=0.02 mom=0.0	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning.py_428075714	264073608
6.0	5.4148	0.4877	RATE_WEIGHT=6.0 batch=128 ent_weight=0.0 learn_rate=0.05 mom=0.0	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning.py_859532790	264073608
6.0	5.259	0.7113	RATE_WEIGHT=6.0 batch=128 ent_weight=5e-05 learn_rate=1.0 mom=0.0	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Both.py_54681147	138249079
6.0	5.2281	0.7576	RATE_WEIGHT=6.0 batch=128 ent_weight=0.0002 learn_rate=1.0 mom=0.0	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Long_Both_Saving.py_255230824	138249079
6.0	5.1965	0.4972	RATE_WEIGHT=6.0 batch=128 ent_weight=0.0 learn_rate=0.05 mom=0.5	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning.py_139067918	264073608
6.0	5.0266	0.5111	RATE_WEIGHT=6.0 batch=128 ent_weight=0.0 learn_rate=0.05 mom=0.7	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning.py_731417564	264073608
6.0	4.8411	0.5211	RATE_WEIGHT=6.0 batch=128 ent_weight=0.0 learn_rate=0.1 mom=0.0	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Long.py_235965996	264073608
6.0	4.8369	0.5128	RATE_WEIGHT=6.0 batch=128 ent_weight=0.0 learn_rate=0.1 mom=0.0	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Long.py_289221660	264073608
6.0	4.8363	0.3133	RATE_WEIGHT=6.0 batch=128 ent_weight=0.0 learn_rate=0.1 mom=0.5	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Both.py_452812934	264073608
6.0	4.5608	0.0005	RATE_WEIGHT=6.0 batch=128 ent_weight=0.0 learn_rate=1.0 mom=0.5	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Both.py_270972277	264073608
6.0	4.4027	0.4788	RATE_WEIGHT=6.0 batch=128 ent_weight=5e-05 learn_rate=0.2 mom=0.0	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Long_Both_Saving.py_265043757	264073608
6.0	4.3598	0.4669	RATE_WEIGHT=6.0 batch=128 ent_weight=0.0002 learn_rate=0.2 mom=0.5	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Long_Both_Saving.py_732467012	264073608
6.0	4.2963	0.4698	RATE_WEIGHT=6.0 batch=128 ent_weight=0.0002 learn_rate=0.6 mom=0.0	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Long_Both_Saving.py_46841207	264073608
6.0	4.2648	0.4817	RATE_WEIGHT=6.0 batch=128 ent_weight=0.0002 learn_rate=0.6 mom=0.0	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Long_Both_Saving.py_114834378	449431785
-----------
5.75	10	0.1497	RATE_WEIGHT=5.75 batch=128 ent_weight=0.0001 learn_rate=0.4 mom=0.0	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Long_Both_Saving.py_580045732	264073608
5.75	10	0.1497	RATE_WEIGHT=5.75 batch=128 ent_weight=0.0001 learn_rate=0.2 mom=0.0	autoencoder2_mlp_bidir_Deletion_Reinforce2_Tuning_Long_Both_Saving.py_813154013	264073608
